Population	Sample_no	Sample_id	Prediction	Lat	Lon	distinction
Bulgaria	4	GRC10043360	Bulgaria_1	42.33720201916959	23.042057793859467	14.602083282767993
Bulgaria	5	GRC10047652	Bulgaria_1	42.2618739176681	23.098838863008048	18.095193746192876
Bulgaria	6	GRC012601	Bulgaria_1	42.40715239515672	23.179241200783345	0.9383489366709444
Bulgaria	7	GRC10047943	Bulgaria_2	42.4150537554685	23.173117553205877	1.4955730130016773
Bulgaria	8	GRC001411	Bulgaria_1	42.37570817159894	23.11449743740448	7.279053980293473
Bulgaria	9	GRC008679	Bulgaria_1	42.40901205710541	23.187075138742614	0.2640662196463666
Bulgaria	10	GRC010399	Bulgaria_1	42.34752839804591	23.051863569534913	13.30408403812377
Bulgaria	11	GRC013817	Bulgaria_1	42.39034721114312	23.124813943090835	5.78148296372054
Bulgaria	12	GRC014019	Bulgaria_1	42.3508695214105	23.13610969723956	7.926169744687335
Bulgaria	13	GRC11048780	Bulgaria_1	42.34759022889673	23.189047449784425	6.940090988281073
Bulgaria	14	GRC11054746	Bulgaria_1	42.32768998465891	22.95779863160124	21.1580823595775
Bulgaria	15	GRC12093367	Bulgaria_4	42.61816681869717	23.40944900272657	29.313957604700246
Chechens	1	GRC12076277	Abkhazians_0	43.19840065955943	42.15381742570901	289.17389563237845
Chechens	2	GRC12076253	Abkhazians_0	43.38922395230591	45.47483121636782	19.576691308501353
Chechens	3	GRC12076265	Abkhazians_0	43.39212696598532	45.54119493973444	14.20455766161647
Chechens	4	GRC12076241	Chechens_2	43.30142163614808	45.287445785013155	36.395420964459326
Chinese	1	GRC12076433	Chinese_1	39.548740901037974	116.21235428916764	1.0684662609324624
Chinese	2	GRC12076434	Chinese_1	39.54261070959329	116.29859027406128	8.4933166992039
Chinese	3	GRC12076438	Chinese_1	39.54996776252101	116.2003537410309	0.03054050417907104
Chinese	4	GRC12076427	Chinese_1	39.5453462501265	116.26426313646941	5.534286493755414
Chinese	5	GRC12076431	Chinese_1	39.54930055514917	116.20980792397037	0.8445145913916295
Chinese	6	GRC12076432	Chinese_1	39.53716438900687	116.37947572954992	15.455528996907825
Chinese	7	GRC12076435	Chinese_1	39.547322104176025	116.23709031022804	3.1940569915968298
Chinese	8	GRC12076428	Chinese_1	39.54530917103643	116.26582048677156	5.667624809128898
Chinese	9	GRC12076429	Chinese_1	39.54823247935433	116.22535225698532	2.182571572267058
Chinese	10	GRC12076436	Chinese_1	39.545571794831986	116.26221740541298	5.357303385379847
Chinese	11	GRC12076430	Chinese_1	39.53703967087778	116.2260718560848	2.6598246686021567
Chinese	12	GRC12076437	Chinese_4	39.51834900008103	116.20396535032022	3.535821607491521
Dane	1	GRC11074483	Dane_1	55.97039308200733	10.032355896682926	3.858614232771154
Dane	2	GRC11074486	Dane_1	55.962765153933354	10.052478044448767	5.2725778787137925
Dane	3	GRC11074490	Dane_1	55.86083939974744	10.017137407623299	15.510731455928752
Dane	4	GRC11074493	Dane_1	55.847174490093686	9.995690967503895	16.995541812547945
Dane	5	GRC11074494	Dane_1	55.91305226040309	10.723798846460497	46.081394507029295
Dane	6	GRC11074495	Dane_1	55.98523328523253	10.005358914605194	1.6754655444383069
Dane	7	GRC11074487	Dane_1	55.98391135918217	9.99399708939434	1.8275151225496595
Dane	8	GRC11074496	Dane_1	55.8757057885436	10.109632545421533	15.415453594596826
Dane	9	GRC11074484	Dane_1	55.84881031909346	10.258615704414575	23.285680717195355
Dane	10	GRC11074488	Dane_1	55.97377859516416	10.038564554153833	3.775600547744063
Dane	11	GRC11074489	Dane_1	55.98315971296861	10.032190439555484	2.741265953208521
Dane	12	GRC11074492	Dane_1	55.940788307914836	10.059763612575138	7.561737945409688
Dane	13	GRC11074497	Dane_1	55.981247930065294	10.038422698053946	3.1714917904573072
Dane	14	GRC11074485	Dane_1	55.99337445106461	10.012200765763886	1.0575420805885836
Dane	15	GRC11074491	Dane_4	55.98537596117809	10.006600205633932	1.6771261475145622
Egypt	1	GRC12076331	Egypt_2	27.618265139182316	31.513766230996545	113.40203803654765
Egypt	2	GRC12076343	Egypt_2	26.82587437170011	30.82485704942519	2.551612900004765
Egypt	3	GRC12076345	Egypt_2	26.832146462855214	30.840385719136	4.228883649031498
Egypt	4	GRC12076348	Egypt_2	26.844169398861155	30.908060275312035	11.053742348500373
Egypt	5	GRC12076414	Egypt_2	26.82908297398327	30.838024391501605	3.9059781508931763
Egypt	6	GRC12076328	Egypt_2	26.832649842220942	30.82822939915421	3.134475594014528
Egypt	7	GRC12076330	Egypt_2	26.825952807833794	30.818715647862764	1.9716042828076812
Egypt	8	GRC12076344	Egypt_2	26.835765381085462	30.852045824960904	5.4537532434335265
Egypt	9	GRC12076347	Egypt_2	26.82475926335161	30.806457016741852	0.8310266846501779
Egypt	10	GRC12076356	Egypt_2	26.830462914737858	30.811662974988693	1.6410078735068045
Egypt	11	GRC12076413	Egypt_2	26.829864334035932	30.811636241590616	1.5925885059582834
Egypt	12	GRC12076329	Egypt_2	26.833109068969247	30.816337004574898	2.180067276564217
Egypt	13	GRC12076346	Egypt_2	26.86337308696505	30.87566045264029	8.922404852320035
Egypt	14	GRC12076366	Egypt_2	26.864319139346563	30.85547857119873	7.388006775680438
Egypt	15	GRC12076370	Egypt_4	26.956843412922805	30.91200689732756	18.839473800460997
Ezhava	1	GRC12081959	Kapu_0	17.006615788971107	78.36789206172067	41.57915562068945
Finnish	1	GRC11075025	Dane_1	56.00682199057428	10.012526496831695	1.0871947691538644
Finnish	2	GRC11075031	Dane_1	56.00752683510621	10.013810591846328	1.1990661891049703
Finnish	3	GRC11075032	Dane_1	56.321999960891915	10.589725839157978	51.14056107948648
Finnish	4	GRC11075033	Dane_1	56.27130714997223	10.49731671273814	43.12315096431903
Finnish	5	GRC11075035	Dane_1	56.20158096553047	10.368811457552502	32.02459258476175
Finnish	6	GRC11075027	Dane_1	56.20143348057368	10.375307338047941	32.302205956993994
Finnish	7	GRC11075028	Dane_1	56.33090813143426	10.6063217617687	52.56467084157093
Finnish	8	GRC11075036	Dane_1	56.079336725668895	10.146195994000449	12.660576313312438
Finnish	9	GRC11075026	Dane_1	56.451715340388645	10.960736477557782	77.77973611983903
Finnish	10	GRC11075029	Dane_1	56.17498265682492	10.35588965806304	29.42881705737322
Finnish	11	GRC11075030	Dane_1	56.139100368486126	10.265083195269606	22.581790107024013
Finnish	12	GRC11075034	Finnish_4	63.94399655835469	24.55023542056369	6.245498378355152
Georgian	1	GRC12076240	Abkhazians_0	42.357003785312976	45.87320033613922	116.67509247882099
Georgian	2	GRC12076252	Abkhazians_0	42.54856927623009	45.11989470606429	106.39735233940182
Georgian	3	GRC12076264	Abkhazians_0	43.29141292680156	45.62344218454368	14.234414682095608
Georgian	4	GRC12076276	Georgians_3	41.36190469652425	44.401883832390496	9.466575931141564
German	1	GRC11074516	Dane_1	55.81927352513092	10.30626966282673	27.716408903115774
German	2	GRC11074527	Dane_1	56.52296035095375	11.248744252707874	96.58417119615204
German	3	GRC11074513	Dane_1	55.993924618479305	10.004170248565838	0.723615160508566
German	4	GRC11074518	Dane_1	55.99568058251237	10.000718481548114	0.48237077444167786
German	5	GRC11074514	Dane_1	55.79718997138904	10.153643065787216	24.501314324923918
German	6	GRC11074515	Bulgaria_3	42.723229060601916	22.73786980584824	50.83366237612742
German	7	GRC11074517	Bulgaria_3	42.76473149056172	22.630930904012917	60.420586007622404
German	8	GRC11074519	Dane_1	55.98767505127723	10.006907572562842	1.4362205681708065
German	9	GRC11074520	Bulgaria_3	42.423953679244185	23.1742221250145	2.0211294355613973
German	10	GRC11074521	Bulgaria_3	43.20159073082845	21.495448209563584	163.87917426144023
German	11	GRC11074522	Dane_1	55.91448818391512	10.056668792874085	10.141727733832564
German	12	GRC11074523	Dane_1	55.98235499177604	9.986541413289961	2.1331234304627564
German	13	GRC11074524	Bulgaria_3	42.48166552951962	23.1089843999266	10.377480923010648
German	14	GRC11074526	Bulgaria_3	43.02168072452423	22.19431618053451	106.03256983700594
German	15	GRC11074525	Romania_1	[43.77255517]	[22.86227098]	261.3691668274389
Gond_Ori	1	GRC12081944	Binjhal_0	22.57066079008877	88.3360376164997	3.17621318166768
Gond_Ori	2	GRC12081951	Binjhal_0	22.563865221694606	85.81095581532816	262.42297241180876
Gond_Ori	3	GRC12081958	Gond_Ori_0	22.436214974640283	72.50986721120219	3.583761997465411
Greek	1	GRC11074503	Bulgaria_1	41.85264714436935	22.69015498308156	74.42994192577534
Greek	2	GRC11074505	Bulgaria_1	41.16710634293574	23.183898826871637	138.20439459763082
Greek	3	GRC11074506	Bulgaria_1	42.2762760919444	23.122203762853246	15.879116471886626
Greek	4	GRC11074512	Bulgaria_1	41.56707152346279	22.876677725228667	97.24063301019412
Greek	5	GRC11074499	Bulgaria_1	42.22007430750489	23.090254212462515	22.655380134936774
Greek	6	GRC11074504	Bulgaria_1	41.44550219188012	23.170018928861918	107.25999987921792
Greek	7	GRC11074498	Bulgaria_1	42.050520115850965	23.117606234011138	40.41429088584662
Greek	8	GRC11074500	Bulgaria_1	41.2623045454129	23.02061441483061	128.3870456632588
Greek	9	GRC11074510	Bulgaria_1	42.01310388621116	23.065655647272663	45.30541084599306
Greek	10	GRC11074501	Bulgaria_1	41.886351829816206	23.140427555551604	58.37026200689464
Greek	11	GRC11074502	Bulgaria_1	39.94458219870789	23.156807021772234	274.15601983865537
Greek	12	GRC11074507	Bulgaria_1	[40.21306046]	[23.11218532]	244.3749358724291
Greek	13	GRC11074508	Bulgaria_1	41.67848591412836	22.95293343355689	83.66306459381144
Greek	14	GRC11074509	Bulgaria_1	42.25956135147378	23.145226039345978	17.12808216015574
Greek	15	GRC11074511	Greek_4	[38.30353828]	[22.8150273]	87.30224298352827
Guanajuato_Mexico	1	GRC12084590	AYMARA_URO_0	-7.284595436383446	-76.54581565626057	1219.6706285544333
Guanajuato_Mexico	2	GRC12084591	Guanajuato_Mexico_0	20.867609898541225	-100.88522169751054	31.191122320214365
Guanajuato_Mexico	3	GRC12084592	Guanajuato_Mexico_0	[18.42966293]	[-99.14190662]	354.76789726437255
Gujarati	1	GRC12076453	Gaddi_Rajput_0	31.749741560771	75.7737281180688	87.3645029340487
Gujarati	2	GRC12076459	Gaddi_Rajput_0	31.29043154022543	75.61816595565624	140.43559339005222
Gujarati	3	GRC12076461	Gaddi_Rajput_0	32.266725229075575	75.98712252013092	26.495252077983693
Gujarati	4	GRC12076451	Gaddi_Rajput_0	32.070226883313055	75.95726243929836	48.079647105830546
Gujarati	5	GRC12076452	Gaddi_Rajput_0	32.4219334044718	76.07425837077632	7.454407419753784
Gujarati	6	GRC12076454	Gaddi_Rajput_0	31.749448781001885	75.83688026072043	85.50370879718358
Gujarati	7	GRC12076457	Gaddi_Rajput_0	30.924280894078606	75.51700017550091	182.13418144096264
Gujarati	8	GRC12076456	Gaddi_Rajput_0	31.58383165190888	75.97300698982362	101.00978196820567
Gujarati	9	GRC12076458	Gaddi_Rajput_0	31.685654364024057	75.99749144062132	89.50123198363241
Gujarati	10	GRC12076460	Gaddi_Rajput_0	30.85951108078283	75.55076604477534	188.11615288286347
Gujarati	11	GRC12076462	Gaddi_Rajput_0	31.312839956045796	75.75925001743236	134.30614854925585
Gujarati	12	GRC12076455	Gujarati_1	27.05936077341462	73.22616792736822	81.40836499997062
Halba	1	GRC12081946	Binjhal_0	22.567068355107114	88.34857815621207	1.8579163924371187
Halba	2	GRC12081953	Halba_0	34.43554033665407	36.26094754043892	21.083275343637784
Hereroland_Namibia	1	GRC12084543	Andriesvale_Northern_Cape_RSA_0	[-23.26460445]	[12.9192207]	1172.014878187827
Hereroland_Namibia	2	GRC12084539	Hereroland_Namibia_2	-21.092519606276817	19.800486318461186	32.8367949637657
Hereroland_Namibia	3	GRC12084540	Bermudian_4	32.2999999673581	-64.78333294612159	6.230398723608914e-06
Hereroland_Namibia	4	GRC12084541	Hereroland_Namibia_2	-21.000044938741663	19.503037063145005	0.3153152739229269
Hereroland_Namibia	5	GRC12084542	Hereroland_Namibia_2	-20.99861714922633	19.500756331482197	0.1726514864220251
Hidalgo_Mexico	1	GRC12084596	AYMARA_URO_0	-11.849444797816666	-72.67056591078253	557.9131457455885
Hidalgo_Mexico	2	GRC12087863	AYMARA_URO_0	-12.172517012863336	-72.50282691673094	518.5240524406603
Hidalgo_Mexico	3	GRC12084593	Guanajuato_Mexico_0	20.941676560055317	-101.02552309156971	14.460247001426676
Hidalgo_Mexico	4	GRC12084595	Guanajuato_Mexico_0	20.961282569526116	-101.08591842814519	7.924566746599922
Hidalgo_Mexico	5	GRC12084597	AYMARA_URO_0	-12.721559954347253	-71.94993116204411	433.27813516890797
Hidalgo_Mexico	6	GRC12084598	AYMARA_URO_0	-12.170736300762098	-72.44876717196526	514.9561790088926
Hidalgo_Mexico	7	GRC12087864	AYMARA_URO_0	-13.10853721881287	-71.64480257245484	379.021502038481
Hidalgo_Mexico	8	GRC12084594	Peru_3	[-8.20693112]	[-79.6461303]	511.63171891382973
Iberian	1	GRC11075038	Bulgaria_3	42.05200693346653	22.87479662250722	47.51928175726466
Iberian	2	GRC11075041	Bulgaria_3	42.041305496241705	22.178152249862343	92.855318354788
Iberian	3	GRC11075042	Bulgaria_3	42.33595830571686	23.085535788885064	11.892247214830002
Iberian	4	GRC11075045	Bulgaria_3	42.27261283912436	23.008662959897112	21.342602795594367
Iberian	5	GRC11075046	Bulgaria_3	42.42257506881881	23.162713104846468	2.640616689579754
Iberian	6	GRC11075047	Bulgaria_3	42.412922395285364	23.17736978376969	1.0866353584903474
Iberian	7	GRC11075048	Bulgaria_3	43.53462577817169	20.091881526931918	281.3511968108092
Iberian	8	GRC11075037	Bulgaria_1	41.40360021636364	22.30839000806542	133.58652342100012
Iberian	9	GRC11075039	Bulgaria_3	42.3515545507549	23.008789832993582	16.241102387129413
Iberian	10	GRC11075040	Bulgaria_4	41.63961947029289	22.106767718591712	123.8694109519052
Iberian	11	GRC11075043	Bulgaria_3	42.39109677442157	23.1303457256997	5.330260904931988
Iberian	12	GRC11075044	Iberian_4	40.28937706428854	-3.222863180166373	42.17941469882918
Ingush	1	GRC12076289	Abkhazians_0	43.24879401537776	42.701928648910155	244.43412558728468
Ingush	2	GRC12076313	Abkhazians_0	[43.11088637]	[39.98484892]	465.20447427986113
Ingush	3	GRC12076301	Abkhazians_0	[43.13656729]	[39.73419809]	485.16171011086664
Ingush	4	GRC12076325	Ingush_3	43.21766978029086	44.81300382283322	1.8819814471739873
Iran	1	GRC12076333	Abkhazians_0	43.22098906464947	45.78240749700974	20.603546716532247
Iran	2	GRC12076337	Abkhazians_0	43.06838404019382	45.97435984340528	42.3734129406878
Iran	3	GRC12076339	Abkhazians_0	43.28848158868497	45.79103178766923	13.781504897758806
Iran	4	GRC12076350	Abkhazians_0	39.503004251167425	47.96155616520516	471.94157694302675
Iran	5	GRC12076334	Abkhazians_0	42.86397314620508	45.844098250305784	60.49381883592146
Iran	6	GRC12076335	Abkhazians_0	42.94661425657906	45.80581380220996	50.929865105815516
Iran	7	GRC12076340	Abkhazians_0	42.8089561710342	45.85917770597316	66.73164247765767
Iran	8	GRC12076349	Abkhazians_0	43.31230717499742	45.742613533909136	9.974096364941092
Iran	9	GRC12076351	Abkhazians_0	41.18746320760758	46.145459011719076	248.53690740895635
Iran	10	GRC12076352	Abkhazians_0	42.95959151566994	45.81850622016841	49.66249803898562
Iran	11	GRC12076384	Abkhazians_0	41.69951734979122	45.853530844848734	189.41704235081667
Iran	12	GRC12076397	Abkhazians_0	42.954875391407754	45.82510065787976	50.270498645980716
Iran	13	GRC12076332	Abkhazians_0	43.374323369844234	45.743812573901465	3.6004879309540363
Iran	14	GRC12076336	Chechens_2	43.18721041150615	46.15727534346134	42.79559845128697
Iran	15	GRC12076338	Abkhazians_0	43.343331668797425	45.80677282041184	9.630690900125217
Iran	16	GRC12076396	Iran_4	32.446759932303095	53.70568662379797	3.8295515327760183
Italian	1	GRC11075109	Bulgaria_1	41.989149480101084	23.125936412332244	47.09305000399106
Italian	2	GRC11075112	Bulgaria_1	40.79972261299839	22.901070728278142	180.65867131042387
Italian	3	GRC11075114	Bulgaria_1	42.35051690933943	23.160617628089806	7.040771676505427
Italian	4	GRC11075117	Bulgaria_1	41.787388653324705	22.99614510791748	71.05466512004668
Italian	5	GRC11075120	Bulgaria_1	41.24590352246963	22.667434917507475	136.4904375047881
Italian	6	GRC11075113	Bulgaria_1	42.28303725770415	23.17737617845495	14.1556810489997
Italian	7	GRC11075115	Bulgaria_1	42.082212047886344	23.191896040975	36.448691427094836
Italian	8	GRC11075110	Bulgaria_1	40.95078011107312	23.14801842484944	162.29529467982965
Italian	9	GRC11075111	Bulgaria_1	41.39183361472514	22.957092252642116	114.84403893226853
Italian	10	GRC11075116	Bulgaria_1	40.28150518005327	23.158198666675837	236.69270762591535
Italian	11	GRC11075118	Bulgaria_1	42.24128037725133	23.16842768724568	18.844401681174002
Italian	12	GRC12083640	Bulgaria_1	40.923769738025044	23.19198072762538	165.26134684206252
Italian	13	GRC12083641	Bulgaria_1	40.865766081705466	23.133618993875658	171.7748766342199
Italian	14	GRC11075119	Bulgaria_1	42.40893026424335	23.189813103538786	0.11993479308198197
Italian	15	GRC12083639	Italian_4	41.869635784526345	12.561071511215028	0.09753013966756187
Iyengar_Kar	1	GRC12081970	Gaddi_Rajput_0	32.429841921566585	76.07946982500276	6.474734891959786
Iyengar_Kar	2	GRC12081997	Iyengar_Kar_0	13.448636245474658	80.09946312668589	43.942470072533766
Japan	1	GRC11075073	Chinese_1	39.549936075887544	116.20089537050417	0.07709656012044563
Japan	2	GRC11075074	Chinese_1	39.54910581866967	116.2125288366276	1.0788083276341336
Japan	3	GRC11075075	Chinese_1	39.54887544417465	116.21576485197126	1.3574450444487254
Japan	4	GRC11075077	Chinese_1	39.54820190794165	116.22521319622408	2.1710080987145215
Japan	5	GRC11075081	Chinese_1	39.549553345550734	116.20625804210684	0.5388536044546082
Japan	6	GRC11075082	Chinese_1	39.5499910671696	116.20012528572917	0.010787697892647906
Japan	7	GRC11075076	Chinese_1	39.54995708393869	116.20060558420248	0.052141023034354424
Japan	8	GRC11075079	Chinese_1	39.54993702627259	116.20088939300264	0.0765765161062562
Japan	9	GRC11075080	Chinese_1	39.54982284488368	116.20248931982401	0.21433914699779724
Japan	10	GRC11075083	Chinese_1	39.51738041230867	116.65784952561837	39.431910213982015
Japan	11	GRC11075078	Chinese_1	39.54983596465218	116.20235153504291	0.202441840296861
Japan	12	GRC11075084	Japan_4	38.001835231996175	137.97423674563984	2.266625201038726
Johannesburg_Gauteng_RSA	1	GRC12084519	Bermudian_4	29.790466360924878	-60.79325666108173	471.48504572626535
Johannesburg_Gauteng_RSA	2	GRC12084520	Hereroland_Namibia_2	[-21.45403469]	[21.38848237]	202.14663718140713
Kaokoveld_Namibia	1	GRC12084510	Hereroland_Namibia_2	-21.064995530970553	19.689282609135308	20.932254874132
Kaokoveld_Namibia	2	GRC12084512	Hereroland_Namibia_2	[-21.66178601]	[20.83896008]	156.9984603720012
Kaokoveld_Namibia	3	GRC12084509	Hereroland_Namibia_2	-21.000001115464585	19.50004765879644	0.00494898592614413
Kaokoveld_Namibia	4	GRC12084511	Hereroland_Namibia_2	-21.000002371967973	19.50159679002593	0.1657620342756582
Kaokoveld_Namibia	5	GRC12084513	Kaokoveld_Namibia_3	-19.399402892052002	13.910770843513587	0.10461669378848441
Kapu	1	GRC12081937	Gujarati_1	26.642583721641397	73.30542636931656	53.61561874236181
Kapu	2	GRC12081983	Kapu_0	16.536921428683918	78.36578571753876	92.93166190497082
Kenya	1	GRC11075086	Hereroland_Namibia_2	-21.396160339406833	20.3496660723968	98.4861846353408
Kenya	2	GRC11075088	Hereroland_Namibia_2	-20.188451361552207	20.735388946671783	157.0932736010735
Kenya	3	GRC11075091	Hereroland_Namibia_2	-21.674796370356987	20.726397755415565	147.52705971212546
Kenya	4	GRC11075092	Hereroland_Namibia_2	-20.985920408546978	19.748378844283934	25.832757902251615
Kenya	5	GRC11075095	Hereroland_Namibia_2	-21.074290864975634	19.734613705492972	25.71217544839386
Kenya	6	GRC11075087	Hereroland_Namibia_2	-21.117940534321583	19.73718884367135	27.888553228942353
Kenya	7	GRC11075089	Hereroland_Namibia_2	-21.285124643645467	20.041557564287444	64.49537455144811
Kenya	8	GRC11075093	Hereroland_Namibia_2	-21.087350942149364	19.78026366143726	30.664423475418527
Kenya	9	GRC11075094	Hereroland_Namibia_2	-21.969479318974305	21.562208372841745	239.05479834030382
Kenya	10	GRC11075096	Hereroland_Namibia_2	-21.067838839666763	19.708174669128358	22.884549188763458
Kenya	11	GRC11075090	Hereroland_Namibia_2	-20.501210315473262	21.033078490386355	168.783935718417
Kenya	12	GRC11075085	Kenya_2	[-1.76877587]	[35.92051937]	293.6746522951312
Kroonstad_Free_State_RSA	1	GRC12084534	Hereroland_Namibia_2	-20.971640088659964	19.541163079123393	5.3110642348317345
Kroonstad_Free_State_RSA	2	GRC12084532	Andilambe_Madagascar_0	-10.833230716574299	35.70980306179388	1435.4186658991566
Kroonstad_Free_State_RSA	3	GRC12084531	Andilambe_Madagascar_0	-15.489481011941894	47.260451295719164	82.3205969366659
Kroonstad_Free_State_RSA	4	GRC12084533	Bermudian_4	32.213186257748944	-64.64165615173054	16.452106819138457
Kroonstad_Free_State_RSA	5	GRC12084535	Kroonstad_Free_State_RSA_3	-26.999243689139675	26.99903238889612	0.12752608479542302
Kuwait	1	GRC12076376	Egypt_2	27.363222517992494	31.06172421094069	65.72575370911505
Kuwait	2	GRC12076378	Egypt_2	29.4870877950609	33.881001962219536	423.2677256953716
Kuwait	3	GRC12076379	Egypt_2	26.92819878133275	30.964880647610535	20.302647562148227
Kuwait	4	GRC12076375	Bulgaria_3	42.296577956605745	22.963483089742518	22.4840148435397
Kuwait	5	GRC12076341	Abkhazians_0	35.619363624777236	39.658782552898145	1008.5811306860746
Kuwait	6	GRC12076342	Abkhazians_0	42.11856484943369	45.20526134583531	148.47917390350975
Kuwait	7	GRC12076363	Abkhazians_0	37.16184196998452	41.122002359443556	795.3347572829986
Kuwait	8	GRC12076374	Egypt_2	28.865157530352175	34.08233589163056	394.76828574932125
Kuwait	9	GRC12076377	Abkhazians_0	42.59716599889605	45.83076285237058	89.75196257664493
Kuwait	10	GRC12076380	Abkhazians_0	42.31014051814987	45.92381197779962	122.35740147466844
Kuwait	11	GRC12076392	Abkhazians_0	[34.20495889]	[38.20236332]	1210.979788425102
